道路编号	县区	道路等级	速度
13454	09县区	快速路	100.5758226
13455	科技县	主干路	61.73637881
13456	09县区	快速路	98.87901634
13457	10县区	主干路	65.22577229
13458	11县区	主干路	57.1768903
13459	10县区	快速路	117.4227651
13460	科技县	快速路	95.62539194
13461	10县区	主干路	56.3969563
13462	科技县	次干路	35.62724679
13463	10县区	支路	25.2977416
13464	10县区	快速路	90.81824737
13465	10县区	快速路	99.28178182
13466	科技县	快速路	96.74456824
13467	09县区	主干路	66.22749962
13468	10县区	主干路	77.47252952
13469	11县区	次干路	38.33794775
13470	10县区	快速路	106.638535
13471	09县区	支路	25.80159547
13472	10县区	快速路	87.39859261
13473	10县区	次干路	44.71087038
13474	科技县	快速路	85.89416813
13475	10县区	快速路	82.47567308
13476	科技县	快速路	91.72324156
13477	11县区	主干路	70.31845415
13478	科技县	主干路	76.59474055
13479	10县区	支路	25.87299726
13480	09县区	支路	28.36092775
13481	09县区	快速路	117.7036232
13482	科技县	主干路	74.69307439
13483	09县区	快速路	81.48326682
13484	10县区	支路	24.14352045
13485	11县区	主干路	60.68097447
13486	科技县	主干路	60.6872928
13487	10县区	支路	28.40445323
13488	10县区	主干路	56.37329325
13489	11县区	主干路	64.72821043
13490	10县区	快速路	91.81378477
13491	11县区	支路	28.34720573
13492	11县区	支路	21.11017635
13493	科技县	支路	24.1711827
13494	09县区	主干路	72.97335186
13495	09县区	支路	24.42833592
13496	11县区	快速路	91.50950486
13497	10县区	次干路	44.86358861
13498	科技县	支路	28.1949548
13499	09县区	快速路	114.1483236
13500	科技县	快速路	96.92171709
13501	11县区	主干路	77.20934072
13502	10县区	快速路	96.04260463
13503	科技县	快速路	84.59519226
13504	10县区	次干路	31.88408
13505	11县区	支路	20.44666168
13506	09县区	次干路	49.07061031
13507	11县区	快速路	95.24168326
13508	09县区	主干路	55.84586978
13509	科技县	次干路	36.3485628
13510	11县区	快速路	80.09503391
13511	11县区	支路	24.47336749
13512	09县区	快速路	106.2448336
13513	10县区	快速路	83.96860978
13514	科技县	次干路	46.71964602
13515	科技县	主干路	61.50192441
13516	科技县	次干路	47.3841074
13517	10县区	快速路	110.9809663
13518	09县区	快速路	107.8348611
13519	09县区	次干路	47.66280514
13520	09县区	次干路	36.79337751
13521	09县区	主干路	71.55125557
13522	09县区	快速路	106.8999481
13523	09县区	支路	27.01739925
13524	11县区	快速路	90.3224168
13525	09县区	支路	28.84006059
13526	10县区	次干路	37.47973693
13527	09县区	快速路	93.62332555
13528	科技县	快速路	84.22120986
13529	科技县	快速路	96.59064857
13530	09县区	主干路	69.01786431
13531	科技县	主干路	77.24802217
13532	09县区	快速路	111.8612754
13533	10县区	快速路	114.245403
13534	10县区	次干路	45.59015759
13535	科技县	快速路	98.10644529
13536	10县区	快速路	112.7043434
13537	11县区	主干路	61.52876041
13538	11县区	支路	25.72287809
13539	科技县	支路	27.67716576
13540	科技县	主干路	67.27455483
13541	科技县	快速路	82.2787872
13542	科技县	次干路	34.66121473
13543	10县区	次干路	45.17443331
13544	科技县	主干路	55.90972294
13545	科技县	支路	22.05225384
13546	10县区	快速路	116.8960379
13547	10县区	主干路	65.66436325
13548	10县区	次干路	46.76352624
13549	11县区	支路	29.32847501
13550	09县区	支路	20.57033987
13551	11县区	支路	22.33965334
13552	09县区	支路	22.80034783
13553	11县区	快速路	110.1976544
13554	09县区	主干路	61.05670048
13555	科技县	次干路	33.83513176
13556	科技县	快速路	118.1746997
13557	科技县	主干路	62.41423361
13558	11县区	次干路	38.49708497
13559	10县区	快速路	83.95120464
13560	10县区	主干路	65.35749801
13561	10县区	支路	21.34935668
13562	09县区	快速路	82.83412934
13563	10县区	次干路	49.61451789
13564	科技县	快速路	111.3643309
13565	10县区	主干路	61.48007361
13566	10县区	次干路	31.29455557
13567	10县区	次干路	34.85924825
13568	10县区	快速路	106.7524822
13569	科技县	次干路	37.55189009
13570	10县区	快速路	115.7257778
13571	11县区	支路	20.51939053
13572	09县区	主干路	64.52365125
13573	11县区	主干路	52.0166754
13574	科技县	主干路	63.44851636
13575	09县区	快速路	92.33277286
13576	09县区	快速路	107.8289164
13577	10县区	主干路	61.56529619
13578	11县区	快速路	119.8513833
13579	11县区	快速路	103.1253272
13580	科技县	支路	21.71534362
13581	科技县	快速路	104.4150248
13582	09县区	支路	20.36914645
13583	09县区	次干路	44.10985459
13584	科技县	次干路	45.56213664
13585	09县区	主干路	78.16645891
13586	11县区	主干路	64.73158912
13587	10县区	主干路	55.29103783
13588	科技县	支路	25.8762619
13589	科技县	支路	24.13671697
13590	09县区	次干路	48.72823907
13591	09县区	主干路	74.57914466
13592	科技县	快速路	115.5798178
13593	11县区	主干路	53.2041871
13594	10县区	次干路	30.36307316
13595	11县区	支路	21.44866384
13596	科技县	次干路	36.03933242
13597	11县区	次干路	49.50158103
13598	09县区	快速路	117.9628619
13599	09县区	次干路	42.49298689
13600	科技县	支路	25.4144972
13601	10县区	快速路	115.8162973
13602	10县区	快速路	95.07243531
13603	科技县	支路	21.38493662
13604	科技县	快速路	106.4628633
13605	科技县	次干路	35.33968886
13606	09县区	次干路	36.1756672
13607	11县区	快速路	95.28582798
13608	10县区	快速路	115.4086092
13609	09县区	支路	27.70595363
13610	09县区	快速路	84.73639545
13611	科技县	次干路	35.07701887
13612	11县区	次干路	47.82665998
13613	11县区	支路	24.98482836
13614	11县区	主干路	71.64924231
13615	09县区	次干路	49.02134427
13616	09县区	支路	24.60837028
13617	09县区	快速路	90.68312216
13618	09县区	主干路	74.23080617
13619	10县区	次干路	49.2857772
13620	科技县	主干路	58.73875979
13621	09县区	主干路	57.04089436
13622	科技县	支路	21.32729577
13623	09县区	快速路	97.6412929
13624	10县区	主干路	73.10780991
13625	科技县	主干路	54.02875049
13626	10县区	主干路	60.9745766
13627	09县区	快速路	87.50139778
13628	11县区	快速路	118.9398949
13629	09县区	快速路	101.5626414
13630	10县区	次干路	41.37113423
13631	11县区	支路	27.64718745
13632	09县区	支路	28.67849464
13633	11县区	次干路	36.88555713
13634	09县区	快速路	100.4508775
13635	11县区	快速路	94.76939379
13636	10县区	主干路	75.27146849
13637	09县区	快速路	81.0110495
13638	09县区	主干路	51.93407333
13639	11县区	支路	23.69242042
13640	10县区	次干路	38.12119281
13641	09县区	主干路	54.98740806
13642	11县区	主干路	79.07401045
13643	09县区	支路	27.88434105
13644	科技县	次干路	44.08626634
13645	11县区	支路	26.27653375
13646	11县区	次干路	34.06531884
13647	11县区	支路	22.86684187
13648	09县区	主干路	66.28848042
13649	10县区	次干路	37.22993972
13650	09县区	次干路	46.86130009
13651	10县区	快速路	116.7435374
13652	10县区	次干路	48.23605041
13653	10县区	次干路	43.10875751
13654	科技县	快速路	115.781685
13655	11县区	次干路	40.37626939
13656	11县区	主干路	63.94128506
13657	11县区	支路	22.15780409
13658	10县区	次干路	44.34076215
13659	10县区	主干路	62.61388817
13660	10县区	快速路	102.9346404
13661	09县区	支路	20.49686054
13662	10县区	支路	27.30199751
13663	10县区	次干路	46.64590034
13664	科技县	支路	28.43539459
13665	09县区	主干路	59.52170809
13666	科技县	次干路	38.81574676
13667	09县区	快速路	91.66332675
13668	科技县	次干路	36.46202967
13669	科技县	支路	26.22872341
13670	科技县	主干路	52.01354838
13671	10县区	快速路	87.09195248
13672	科技县	快速路	118.5271613
13673	11县区	支路	23.19691281
13674	10县区	快速路	97.83581669
13675	10县区	主干路	67.35310613
13676	11县区	快速路	113.0492503
13677	11县区	次干路	39.66820865
13678	09县区	次干路	43.48275345
13679	11县区	支路	29.5657804
13680	09县区	主干路	74.03145152
13681	科技县	支路	27.95817986
13682	科技县	快速路	108.2543249
13683	10县区	主干路	66.9914051
13684	09县区	次干路	49.37519622
13685	09县区	快速路	106.1563231
13686	09县区	快速路	91.05664217
13687	09县区	快速路	92.23137749
13688	09县区	次干路	40.6379587
13689	10县区	支路	24.46754252
13690	10县区	主干路	52.92139722
13691	10县区	次干路	39.65432666
13692	10县区	次干路	41.68122896
13693	10县区	快速路	94.97458373
13694	11县区	主干路	51.92863703
13695	科技县	次干路	49.01158381
13696	10县区	次干路	34.95084257
13697	10县区	次干路	46.01909337
13698	10县区	次干路	30.54107203
13699	科技县	支路	24.57549294
13700	科技县	快速路	98.23417753
13701	09县区	支路	24.90686019
13702	11县区	支路	26.06125138
13703	10县区	主干路	51.39139647
13704	10县区	支路	21.25498718
13705	11县区	主干路	57.3718597
13706	09县区	主干路	69.18622036
13707	11县区	快速路	83.57336449
13708	09县区	次干路	41.58850788
13709	10县区	次干路	30.68924067
13710	10县区	快速路	107.0015462
13711	11县区	主干路	52.68208886
13712	10县区	次干路	34.26792597
13713	11县区	支路	22.16007604
13714	科技县	快速路	107.4974858
13715	11县区	主干路	72.53840138
13716	11县区	主干路	57.42136521
13717	11县区	主干路	67.42238846
13718	科技县	次干路	31.00707134
13719	10县区	支路	29.65011262
13720	11县区	快速路	91.3316806
13721	11县区	次干路	40.12928213
13722	11县区	次干路	37.59243297
13723	09县区	快速路	82.0740365
13724	10县区	快速路	81.83420873
13725	10县区	次干路	34.79057661
13726	科技县	主干路	78.01874101
13727	科技县	次干路	43.53229661
13728	09县区	快速路	115.3298989
13729	09县区	支路	21.5069646
13730	科技县	支路	21.48415929
13731	11县区	次干路	37.52126031
13732	09县区	快速路	102.267174
13733	10县区	支路	22.94774391
13734	11县区	次干路	43.44852921
13735	09县区	快速路	84.98441167
13736	11县区	主干路	60.19325051
13737	09县区	支路	29.33283678
13738	11县区	主干路	50.46284899
13739	科技县	次干路	31.0065498
13740	09县区	次干路	48.06540159
13741	科技县	主干路	53.74569776
13742	09县区	快速路	109.0905576
13743	11县区	快速路	94.24299044
13744	09县区	主干路	64.30036005
13745	09县区	次干路	46.55984657
13746	11县区	快速路	97.52557407
13747	10县区	支路	26.64996942
13748	11县区	次干路	49.10255004
13749	科技县	次干路	42.52192884
13750	10县区	支路	21.47379589
13751	09县区	主干路	52.93011334
13752	科技县	主干路	71.78472907
13753	10县区	主干路	78.14261389
13754	科技县	主干路	50.81790922
13755	11县区	次干路	33.31954405
13756	11县区	主干路	78.11096463
13757	11县区	快速路	102.7806607
13758	11县区	支路	24.09951841
13759	11县区	次干路	49.59606432
13760	09县区	支路	24.89356013
13761	11县区	主干路	74.97781708
13762	科技县	支路	28.48119565
13763	11县区	快速路	104.448128
13764	09县区	快速路	103.8066551
13765	09县区	支路	24.73283264
13766	09县区	主干路	55.57209272
13767	10县区	次干路	37.78664982
13768	10县区	快速路	99.22059489
13769	09县区	次干路	48.8795813
13770	科技县	快速路	116.3085048
13771	09县区	主干路	52.24115305
13772	10县区	支路	28.28080797
13773	科技县	快速路	104.6279304
13774	科技县	次干路	30.58887219
13775	10县区	主干路	78.7376379
13776	09县区	支路	26.81355152
13777	09县区	支路	25.42841064
13778	10县区	快速路	88.8060721
13779	09县区	支路	29.83579677
13780	09县区	支路	29.0571243
13781	10县区	次干路	39.15900475
13782	科技县	快速路	96.60388408
13783	科技县	主干路	50.67932399
13784	科技县	快速路	99.86139123
13785	科技县	主干路	75.2763989
13786	09县区	主干路	77.37586693
13787	11县区	次干路	40.15969148
13788	09县区	主干路	78.39430102
13789	科技县	主干路	64.46830239
13790	10县区	快速路	83.8755894
13791	09县区	主干路	79.96326503
13792	11县区	主干路	74.49169622
13793	11县区	次干路	38.32835992
13794	科技县	快速路	116.6988545
13795	科技县	次干路	32.94933042
13796	09县区	支路	20.10782663
13797	10县区	快速路	98.75245369
13798	10县区	快速路	117.170492
13799	10县区	次干路	38.86616405
13800	科技县	快速路	104.3496425
13801	10县区	快速路	96.59368844
13802	11县区	快速路	110.4604451
13803	09县区	主干路	68.62964925
13804	科技县	次干路	42.62325324
13805	10县区	次干路	35.92234426
13806	科技县	支路	23.2177315
13807	10县区	支路	27.6194558
13808	10县区	支路	23.88135509
13809	09县区	次干路	49.03532108
13810	科技县	次干路	34.17359181
13811	10县区	主干路	54.19263304
13812	10县区	支路	29.39314341
13813	科技县	主干路	68.8998178
13814	10县区	次干路	43.42321852
13815	10县区	主干路	66.84318883
13816	09县区	次干路	37.71471534
13817	11县区	快速路	82.81056982
13818	科技县	快速路	80.75898798
13819	11县区	次干路	40.65168604
13820	09县区	支路	24.85382812
13821	09县区	主干路	51.4763888
13822	10县区	快速路	80.60851436
13823	10县区	主干路	57.57142233
13824	11县区	支路	21.9435504
13825	09县区	支路	25.58266379
13826	10县区	主干路	61.85917144
13827	11县区	快速路	111.2704565
13828	09县区	主干路	69.84375995
13829	11县区	支路	20.77079215
13830	10县区	主干路	71.46878201
13831	09县区	快速路	108.4594575
13832	科技县	快速路	109.1106979
13833	10县区	次干路	36.1526439
13834	10县区	支路	25.82843726
13835	09县区	快速路	90.25072808
13836	11县区	主干路	56.89623131
13837	10县区	支路	26.02604193
13838	10县区	主干路	70.17191408
13839	10县区	主干路	59.54129029
13840	科技县	主干路	72.07702839
13841	09县区	次干路	44.4262028
13842	09县区	主干路	63.91456954
13843	09县区	主干路	51.49779542
13844	09县区	主干路	71.89085971
13845	11县区	快速路	92.40293695
13846	11县区	支路	22.15939642
13847	科技县	快速路	97.37184778
13848	科技县	快速路	114.633359
13849	科技县	支路	28.0159816
13850	10县区	支路	27.40062221
13851	10县区	快速路	86.04582172
13852	09县区	快速路	111.3586882
13853	11县区	主干路	71.74384305
13854	09县区	快速路	80.20280357
